"source_path","source_blob_sha","source_size","target_path","status","note"
"scripts/paper_gate_common.py","ebc72a3a8dc560d4a24ab6c668fd222bedf8b0f7","2767","migration_sources/cumcm-2026-mmkit-v04/scripts/paper_gate_common.py","COPIED_EXACT",""
"scripts/paper_tex_extract.py","f416be4806b1de07465d30ffa7eccda64532eb4d","20711","migration_sources/cumcm-2026-mmkit-v04/scripts/paper_tex_extract.py","COPIED_EXACT",""
"scripts/check_paper_facts.py","0377331ff73066f973f85034cf6187a50a24dbaf","4914","migration_sources/cumcm-2026-mmkit-v04/scripts/check_paper_facts.py","COPIED_EXACT",""
"scripts/check_paper_structure.py","a9c24b1e2426febeecc8bb67b2063efeb1b640eb","8444","migration_sources/cumcm-2026-mmkit-v04/scripts/check_paper_structure.py","COPIED_EXACT",""
"scripts/check_paper_layout.py","81914e718f1b4cdf58dd4f0be61993624ddec6ba","13539","migration_sources/cumcm-2026-mmkit-v04/scripts/check_paper_layout.py","COPIED_EXACT",""
"scripts/reference_audit.py","6bcacbb40ad0f8e79cad3038812629812e2d9bda","5352","migration_sources/cumcm-2026-mmkit-v04/scripts/reference_audit.py","COPIED_EXACT",""
"scripts/workspace_preflight.py","d8e2609179a2839f2c3e2ceac4b64638f6dd7b47","7091","migration_sources/cumcm-2026-mmkit-v04/scripts/workspace_preflight.py","COPIED_EXACT",""
"scripts/paper_visual_review.py","185fbff991988c508d477d24f7890931646bcf68","9306","migration_sources/cumcm-2026-mmkit-v04/scripts/paper_visual_review.py","COPIED_EXACT",""
"scripts/lint_paper_language.py","c3f92f2b258f968daf63785fcd1d34ba2e365b1b","6733","migration_sources/cumcm-2026-mmkit-v04/scripts/lint_paper_language.py","COPIED_EXACT",""
"scripts/build_paper.ps1","4580123379aa057d52558574abd1709d0df1d3ca","17715","migration_sources/cumcm-2026-mmkit-v04/scripts/build_paper.ps1","COPIED_EXACT",""
"scripts/build_paper_intelligence.py","37fd7db771783d13cfb1199888c3e9b2bac82b95","16194","migration_sources/cumcm-2026-mmkit-v04/scripts/build_paper_intelligence.py","COPIED_EXACT",""
"scripts/build_paper_review_bundle.ps1","c2b8753955c2d9e39934230eb53116c4497810c4","5317","migration_sources/cumcm-2026-mmkit-v04/scripts/build_paper_review_bundle.ps1","COPIED_EXACT",""
"scripts/build_sol_review_packet.py","83da0233c7f3c9bd0657e4612df23068126f1bbc","17594","migration_sources/cumcm-2026-mmkit-v04/scripts/build_sol_review_packet.py","COPIED_EXACT",""
"scripts/build_workspace_paper.ps1","2ccfbbb70fdf8f6fdae130df4748465662697884","1181","migration_sources/cumcm-2026-mmkit-v04/scripts/build_workspace_paper.ps1","COPIED_EXACT",""
"scripts/new_problem.ps1","b56a9f98802e60d84458cc541087fdaf3b7e9f5d","18406","migration_sources/cumcm-2026-mmkit-v04/scripts/new_problem.ps1","COPIED_EXACT",""
"config/figure_contracts.yaml","1272d60e6c8d5fd97db88c69f12feba0451831f1","635","migration_sources/cumcm-2026-mmkit-v04/config/figure_contracts.yaml","COPIED_EXACT",""
"config/figure_quality.yaml","d0d828f6a0a6220c35ea642ed96e5e127303f422","6115","migration_sources/cumcm-2026-mmkit-v04/config/figure_quality.yaml","COPIED_EXACT",""
"config/contest_visual.yaml","3030dab52aab5efc8a6656abb0b2c0e6988754ba","3860","migration_sources/cumcm-2026-mmkit-v04/config/contest_visual.yaml","COPIED_EXACT",""
"config/method_router.yaml","ad925e1445e02a50fd4360f024840e8391361857","5506","migration_sources/cumcm-2026-mmkit-v04/config/method_router.yaml","COPIED_EXACT",""
"config/paper_facts.yaml","e61bfbf0e4875d3198fc6fb1d2ae9142c3bc69c4","176","migration_sources/cumcm-2026-mmkit-v04/config/paper_facts.yaml","COPIED_EXACT",""
"config/paper_language_rules.yaml","57fd423518503b238861cc5f983598e8a594c0f0","3847","migration_sources/cumcm-2026-mmkit-v04/config/paper_language_rules.yaml","COPIED_EXACT",""
"config/paper_sections.yaml","4e0d51c6460b3e47f4b7c407d82b721b578e43ce","3274","migration_sources/cumcm-2026-mmkit-v04/config/paper_sections.yaml","COPIED_EXACT",""
